rank,mark,wind,competitor,dob,nationality,position,venue,date,result_score,discipline,type,sex,age_cat,normalized_discipline,track_field,mark_numeric,venue_country,age_at_event,season
1,43.03,,Wayde VAN NIEKERK,1992-07-15,RSA,1,"Estádio Olímpico, Rio de Janeiro (BRA)",2016-08-14,1321.0,400-metres,sprints,male,senior,400-metres,track,43.03,BRA,24.0,2016
2,43.18,,Michael JOHNSON,1967-09-13,USA,1,"La Cartuja, Sevilla (ESP)",1999-08-26,1310.0,400-metres,sprints,male,senior,400-metres,track,43.18,ESP,31.0,1999
3,43.29,,Butch REYNOLDS,1964-06-08,USA,1f1,"Letzigrund, Zürich (SUI)",1988-08-17,1301.0,400-metres,sprints,male,senior,400-metres,track,43.29,SUI,24.0,1988
4,43.39,,Michael JOHNSON,1967-09-13,USA,1,"Ullevi Stadium, Göteborg (SWE)",1995-08-09,1294.0,400-metres,sprints,male,senior,400-metres,track,43.39,SWE,27.0,1995
5,43.4,,Quincy HALL,1998-07-31,USA,1,"Stade de France, Paris (FRA)",2024-08-07,1293.0,400-metres,sprints,male,senior,400-metres,track,43.4,FRA,26.0,2024
6,43.44,,Michael JOHNSON,1967-09-13,USA,1,"Atlanta, GA (USA)",1996-06-19,1291.0,400-metres,sprints,male,senior,400-metres,track,43.44,USA,28.0,1996
6,43.44,,Matthew HUDSON-SMITH,1994-10-26,GBR,2,"Stade de France, Paris (FRA)",2024-08-07,1291.0,400-metres,sprints,male,senior,400-metres,track,43.44,FRA,29.0,2024
8,43.45,,Jeremy WARINER,1984-01-31,USA,1,"Yanmar Stadium Nagai, Osaka (JPN)",2007-08-31,1290.0,400-metres,sprints,male,senior,400-metres,track,43.45,JPN,23.0,2007
8,43.45,,Michael NORMAN,1997-12-03,USA,1f3,"Torrance, CA (USA)",2019-04-20,1290.0,400-metres,sprints,male,senior,400-metres,track,43.45,USA,21.0,2019
10,43.48,,Wayde VAN NIEKERK,1992-07-15,RSA,1,"National Stadium, Beijing (CHN)",2015-08-26,1288.0,400-metres,sprints,male,senior,400-metres,track,43.48,CHN,23.0,2015
10,43.48,,Steven GARDINER,1995-09-12,BAH,1,"Khalifa International Stadium, Doha (QAT)",2019-10-04,1288.0,400-metres,sprints,male,senior,400-metres,track,43.48,QAT,24.0,2019
12,43.49,,Michael JOHNSON,1967-09-13,USA,1,"Olympic Stadium, Atlanta, GA (USA)",1996-07-29,1287.0,400-metres,sprints,male,senior,400-metres,track,43.49,USA,28.0,1996
13,43.5,,Jeremy WARINER,1984-01-31,USA,1f1,Stockholm (SWE),2007-08-07,1286.0,400-metres,sprints,male,senior,400-metres,track,43.5,SWE,23.0,2007
13,43.5,,Quincy WATTS,1970-06-19,USA,1,"Estadio Olímpico, Barcelona (ESP)",1992-08-05,1286.0,400-metres,sprints,male,senior,400-metres,track,43.5,ESP,22.0,1992
